timestep,junctionid,edge1_vehicle_count,edge2_vehicle_count,edge1_waiting_vehicle_count,edge2_waiting_vehicle_count,edge1_light_state,edge2_light_state,nextswitchtime,edge1_congestion,edge2_congestion
2041,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,1.0,Non-Congested,Non-Congested
2042,132200274,0,5,0,5,r,G,0.0,Non-Congested,Congested
2042,cluster_2455590523_389713_47212064,0,2,0,0,r,r,2.0,Non-Congested,Non-Congested
2042,cluster_2461783448_38980632_5243070374,2,10,1,5,r,y,3.0,Non-Congested,Non-Congested
2042,cluster_2461880040_2461880142_8131892137,1,2,1,2,r,r,0.0,Non-Congested,Congested
2042,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,0.0,Non-Congested,Non-Congested
2043,132200274,0,5,0,5,r,y,2.0,Non-Congested,Congested
2043,47217361,1,0,0,0,y,r,1.0,Non-Congested,Non-Congested
2043,cluster_2455590523_389713_47212064,1,2,0,0,r,r,1.0,Non-Congested,Congested
2043,cluster_2461783448_38980632_5243070374,3,10,1,4,r,y,2.0,Non-Congested,Non-Congested
2043,cluster_2461880040_2461880142_8131892137,1,2,1,2,r,r,4.0,Non-Congested,Congested
2043,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,1.0,Non-Congested,Non-Congested
2044,132200274,0,5,0,5,r,y,1.0,Non-Congested,Congested
2044,47217361,1,0,0,0,y,r,0.0,Non-Congested,Non-Congested
2044,cluster_2455590523_389713_47212064,0,1,0,0,r,r,0.0,Non-Congested,Congested
2044,cluster_2461783448_38980632_5243070374,3,10,1,2,r,y,1.0,Non-Congested,Non-Congested
2044,cluster_2461880040_2461880142_8131892137,1,2,1,2,r,r,3.0,Non-Congested,Congested
2044,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,0.0,Non-Congested,Non-Congested
2045,132200274,0,5,0,5,r,y,0.0,Non-Congested,Congested
2045,47217361,1,0,0,0,r,r,4.0,Non-Congested,Non-Congested
2045,cluster_2461783448_38980632_5243070374,4,10,2,4,r,y,0.0,Non-Congested,Non-Congested
2045,cluster_2461880040_2461880142_8131892137,1,2,1,2,r,r,2.0,Non-Congested,Congested
2045,cluster_2461880136_4910664147_50607912_8131882097,0,6,0,0,r,G,0.0,Non-Congested,Non-Congested
2046,132200274,0,5,0,5,G,r,4.0,Non-Congested,Congested
2046,47217361,1,0,0,0,r,r,3.0,Non-Congested,Non-Congested
2046,cluster_2461783448_38980632_5243070374,5,10,2,2,G,r,4.0,Congested,Non-Congested
2046,cluster_2461880040_2461880142_8131892137,1,2,1,2,r,r,1.0,Non-Congested,Congested
2046,cluster_2461880136_4910664147_50607912_8131882097,0,6,0,0,r,G,1.0,Non-Congested,Non-Congested
2046,cluster_59665162_8742497506,1,0,0,0,G,r,2.0,Congested,Non-Congested
2047,132200274,0,5,0,5,G,r,3.0,Non-Congested,Congested
2047,47217361,1,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2047,cluster_2461783448_38980632_5243070374,5,10,2,3,G,r,3.0,Congested,Non-Congested
2047,cluster_2461880040_2461880142_8131892137,1,2,1,2,r,r,0.0,Non-Congested,Congested
2047,cluster_2461880136_4910664147_50607912_8131882097,0,6,0,0,r,G,0.0,Non-Congested,Non-Congested
2048,132200274,0,5,0,5,G,r,2.0,Non-Congested,Congested
2048,47217361,1,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2048,cluster_2455590523_389713_47212064,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2048,cluster_2461783448_38980632_5243070374,4,10,2,2,G,r,2.0,Congested,Non-Congested
2048,cluster_2461880040_2461880142_8131892137,1,2,0,2,G,r,4.0,Non-Congested,Congested
2048,cluster_2461880136_4910664147_50607912_8131882097,0,5,0,0,r,G,1.0,Non-Congested,Non-Congested
2049,132200274,0,5,0,5,G,r,1.0,Non-Congested,Congested
2049,47217361,1,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2049,cluster_2455590523_389713_47212064,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2049,cluster_2461783448_38980632_5243070374,3,10,3,3,G,r,1.0,Congested,Non-Congested
2049,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,3.0,Non-Congested,Congested
2049,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2050,132200274,0,5,0,5,G,r,0.0,Non-Congested,Congested
2050,47217361,0,2,0,0,r,r,0.0,Non-Congested,Non-Congested
2050,cluster_2455590523_389713_47212064,1,0,0,0,r,y,3.0,Non-Congested,Non-Congested
2050,cluster_2461783448_38980632_5243070374,3,10,3,3,G,r,0.0,Congested,Non-Congested
2050,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,2.0,Non-Congested,Congested
2050,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,G,0.0,Non-Congested,Non-Congested
2051,132200274,0,5,0,5,y,r,2.0,Non-Congested,Congested
2051,47217361,0,2,0,0,r,r,2.0,Non-Congested,Non-Congested
2051,cluster_2455590523_389713_47212064,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2051,cluster_2461783448_38980632_5243070374,3,10,3,4,G,r,4.0,Congested,Non-Congested
2051,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,1.0,Non-Congested,Congested
2051,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,G,0.0,Non-Congested,Non-Congested
2052,132200274,0,5,0,5,y,r,1.0,Non-Congested,Congested
2052,47217361,0,2,0,0,r,r,1.0,Non-Congested,Non-Congested
2052,cluster_2455590523_389713_47212064,1,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2052,cluster_2461783448_38980632_5243070374,3,10,3,5,G,r,3.0,Congested,Non-Congested
2052,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,0.0,Non-Congested,Congested
2052,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,y,2.0,Non-Congested,Non-Congested
2053,132200274,0,5,0,5,y,r,0.0,Non-Congested,Congested
2053,47217361,0,2,0,0,r,r,0.0,Non-Congested,Non-Congested
2053,cluster_2455590523_389713_47212064,1,1,1,0,r,y,0.0,Non-Congested,Non-Congested
2053,cluster_2461783448_38980632_5243070374,3,10,3,6,G,r,2.0,Congested,Non-Congested
2053,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,4.0,Non-Congested,Congested
2053,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,r,y,1.0,Non-Congested,Non-Congested
2054,132200274,0,5,0,5,r,G,4.0,Non-Congested,Congested
2054,47217361,0,2,0,0,r,G,4.0,Non-Congested,Non-Congested
2054,cluster_2455590523_389713_47212064,0,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2054,cluster_2461783448_38980632_5243070374,3,10,3,6,G,r,1.0,Congested,Non-Congested
2054,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,3.0,Non-Congested,Congested
2054,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,y,0.0,Non-Congested,Non-Congested
2055,132200274,0,5,0,5,r,G,3.0,Non-Congested,Congested
2055,47217361,0,2,0,0,r,G,3.0,Non-Congested,Non-Congested
2055,cluster_2461783448_38980632_5243070374,3,10,3,7,G,r,0.0,Congested,Non-Congested
2055,cluster_2461880040_2461880142_8131892137,1,2,0,2,y,r,2.0,Non-Congested,Congested
2055,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,r,0.0,Non-Congested,Non-Congested
2056,132200274,0,5,0,5,r,G,2.0,Non-Congested,Congested
2056,47217361,0,2,0,0,r,G,2.0,Non-Congested,Non-Congested
2056,cluster_2461783448_38980632_5243070374,3,10,3,8,G,r,9.0,Congested,Non-Congested
2056,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,1.0,Non-Congested,Congested
2056,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,4.0,Non-Congested,Non-Congested
2056,cluster_59665162_8742497506,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2057,132200274,0,5,0,5,r,G,1.0,Non-Congested,Congested
2057,47217361,0,3,0,0,r,G,1.0,Non-Congested,Non-Congested
2057,cluster_2461783448_38980632_5243070374,3,10,3,8,G,r,8.0,Congested,Non-Congested
2057,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,0.0,Non-Congested,Congested
2057,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,3.0,Non-Congested,Non-Congested
2057,cluster_59665162_8742497506,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2058,132200274,0,5,0,5,r,G,0.0,Non-Congested,Congested
2058,47217361,0,2,0,0,r,G,0.0,Non-Congested,Non-Congested
2058,cluster_2461783448_38980632_5243070374,3,10,3,9,G,r,7.0,Congested,Non-Congested
2058,cluster_2461880040_2461880142_8131892137,0,2,0,1,r,G,9.0,Non-Congested,Congested
2058,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,2.0,Non-Congested,Non-Congested
2058,cluster_59665162_8742497506,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2059,132200274,0,5,0,5,r,y,2.0,Non-Congested,Congested
2059,47217361,0,2,0,0,r,y,2.0,Non-Congested,Non-Congested
2059,cluster_2455590523_389713_47212064,1,0,0,0,y,r,3.0,Non-Congested,Non-Congested
2059,cluster_2461783448_38980632_5243070374,3,10,3,9,G,r,6.0,Congested,Non-Congested
2059,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,8.0,Non-Congested,Congested
2059,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,1.0,Non-Congested,Non-Congested
2059,cluster_59665162_8742497506,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2060,132200274,0,5,0,5,r,y,1.0,Non-Congested,Congested
2060,47217361,0,2,0,0,r,y,1.0,Non-Congested,Non-Congested
2060,cluster_2461783448_38980632_5243070374,3,10,3,10,G,r,5.0,Congested,Non-Congested
2060,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,7.0,Non-Congested,Congested
2060,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,0.0,Non-Congested,Non-Congested
2061,132200274,0,5,0,5,r,y,0.0,Non-Congested,Congested
2061,47217361,0,2,0,0,r,y,0.0,Non-Congested,Non-Congested
2061,cluster_2461783448_38980632_5243070374,3,10,3,10,G,r,4.0,Congested,Non-Congested
2061,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,6.0,Non-Congested,Non-Congested
2061,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,y,r,2.0,Non-Congested,Non-Congested
2062,132200274,0,5,0,5,G,r,4.0,Non-Congested,Congested
2062,47217361,0,2,0,0,G,r,4.0,Non-Congested,Non-Congested
2062,cluster_2461783448_38980632_5243070374,3,10,3,10,G,r,3.0,Congested,Non-Congested
2062,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,5.0,Non-Congested,Non-Congested
2062,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2063,132200274,0,5,0,5,G,r,3.0,Non-Congested,Congested
2063,47217361,0,2,0,0,G,r,3.0,Non-Congested,Non-Congested
2063,cluster_2461783448_38980632_5243070374,3,10,3,10,G,r,2.0,Congested,Non-Congested
2063,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2063,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2064,132200274,0,5,0,5,G,r,2.0,Non-Congested,Congested
2064,47217361,0,2,0,0,G,r,2.0,Non-Congested,Non-Congested
2064,cluster_2461783448_38980632_5243070374,3,10,3,10,G,r,1.0,Congested,Non-Congested
2064,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2065,132200274,0,5,0,5,G,r,1.0,Non-Congested,Congested
2065,47217361,0,2,0,0,G,r,1.0,Non-Congested,Non-Congested
2065,cluster_1420096799_47154676,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2065,cluster_2461783448_38980632_5243070374,3,10,3,10,G,r,0.0,Congested,Non-Congested
2065,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2066,132200274,0,5,0,5,G,r,0.0,Non-Congested,Congested
2066,47217361,0,2,0,0,G,r,0.0,Non-Congested,Non-Congested
2066,cluster_2461783448_38980632_5243070374,3,10,3,10,y,r,4.0,Congested,Non-Congested
2066,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,1.0,Non-Congested,Non-Congested
2067,132200274,0,5,0,5,y,r,2.0,Non-Congested,Congested
2067,181747232,1,1,0,0,r,G,1.0,Non-Congested,Non-Congested
2067,47217361,0,2,0,1,y,r,2.0,Non-Congested,Non-Congested
2067,cluster_2461783448_38980632_5243070374,3,10,3,10,y,r,3.0,Congested,Non-Congested
2067,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2068,132200274,0,5,0,5,y,r,1.0,Non-Congested,Congested
2068,181747232,1,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2068,47217361,0,2,0,1,y,r,1.0,Non-Congested,Non-Congested
2068,cluster_2461783448_38980632_5243070374,3,10,3,10,y,r,2.0,Congested,Non-Congested
2068,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,4.0,Non-Congested,Non-Congested
2069,132200274,0,5,0,5,y,r,0.0,Non-Congested,Congested
2069,181747232,1,1,0,0,r,y,3.0,Non-Congested,Non-Congested
2069,47217361,0,2,0,1,y,r,0.0,Non-Congested,Non-Congested
2069,cluster_2461783448_38980632_5243070374,3,10,3,10,y,r,1.0,Congested,Non-Congested
2069,cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,3.0,Non-Congested,Non-Congested
2070,132200274,0,5,0,5,r,G,4.0,Non-Congested,Congested
2070,181747232,1,1,0,0,r,y,2.0,Non-Congested,Non-Congested
2070,47217361,0,2,0,1,r,r,4.0,Non-Congested,Non-Congested
2070,cluster_1420096799_47154676,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2070,cluster_2461783448_38980632_5243070374,3,10,3,10,y,r,0.0,Congested,Non-Congested
2070,cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,2.0,Non-Congested,Non-Congested
2071,132200274,0,5,0,5,r,G,3.0,Non-Congested,Congested
2071,181747232,1,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2071,47217361,0,2,0,1,r,r,3.0,Non-Congested,Non-Congested
2071,cluster_1420096799_47154676,1,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2071,cluster_2461783448_38980632_5243070374,2,9,2,9,r,G,4.0,Congested,Non-Congested
2071,cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,1.0,Non-Congested,Non-Congested
2072,132200274,0,6,0,5,r,G,2.0,Non-Congested,Congested
2072,181747232,1,1,0,0,r,y,0.0,Non-Congested,Non-Congested
2072,47217361,0,2,0,1,r,r,2.0,Non-Congested,Non-Congested
2072,cluster_1420096799_47154676,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested
2072,cluster_2455590523_389713_47212064,1,0,0,0,r,r,3.0,Non-Congested,Non-Congested
2072,cluster_2461783448_38980632_5243070374,2,9,1,8,r,G,3.0,Non-Congested,Non-Congested
2072,cluster_2461880040_2461880142_8131892137,2,4,0,1,r,y,0.0,Non-Congested,Non-Congested
2073,132200274,0,6,0,5,r,G,1.0,Non-Congested,Congested
2073,181747232,1,1,0,0,G,r,6.0,Non-Congested,Non-Congested
2073,47217361,0,3,0,2,r,r,1.0,Non-Congested,Non-Congested
2073,cluster_1420096799_47154676,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2073,cluster_2461783448_38980632_5243070374,2,9,0,7,r,G,2.0,Non-Congested,Non-Congested
2073,cluster_2461880040_2461880142_8131892137,2,4,0,1,r,r,4.0,Non-Congested,Congested
2074,132200274,0,6,0,5,r,G,0.0,Non-Congested,Congested
2074,181747232,1,1,0,0,G,r,5.0,Non-Congested,Non-Congested
2074,47217361,0,3,0,2,r,r,0.0,Non-Congested,Non-Congested
2074,cluster_1420096799_47154676,1,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2074,cluster_2461783448_38980632_5243070374,2,9,0,6,r,G,1.0,Non-Congested,Non-Congested
2074,cluster_2461880040_2461880142_8131892137,1,3,0,1,r,r,3.0,Non-Congested,Congested
2075,132200274,0,5,0,5,r,G,0.0,Non-Congested,Congested
2075,181747232,1,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2075,47217361,0,3,0,2,r,r,2.0,Non-Congested,Non-Congested
2075,cluster_1420096799_47154676,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2075,cluster_2461783448_38980632_5243070374,1,9,0,6,r,G,0.0,Non-Congested,Non-Congested
2075,cluster_2461880040_2461880142_8131892137,1,3,0,1,r,r,2.0,Non-Congested,Congested
2076,132200274,0,6,0,5,r,G,0.0,Non-Congested,Congested
2076,181747232,1,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2076,47217361,0,3,0,2,r,r,1.0,Non-Congested,Non-Congested
2076,cluster_2461783448_38980632_5243070374,2,10,0,5,r,G,1.0,Non-Congested,Congested
2076,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2077,132200274,0,5,0,5,r,y,2.0,Non-Congested,Congested
2077,181747232,1,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2077,47217361,0,3,0,2,r,r,0.0,Non-Congested,Non-Congested
2077,cluster_2461783448_38980632_5243070374,2,10,0,4,r,G,0.0,Non-Congested,Congested
2077,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2077,cluster_2461880136_4910664147_50607912_8131882097,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2078,132200274,0,5,0,5,r,y,1.0,Non-Congested,Congested
2078,181747232,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2078,47217361,0,2,0,1,r,G,4.0,Non-Congested,Non-Congested
2078,cluster_1420096799_47154676,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2078,cluster_2461783448_38980632_5243070374,2,10,0,5,r,G,0.0,Non-Congested,Congested
2078,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2079,132200274,0,5,0,5,r,y,0.0,Non-Congested,Congested
2079,181747232,1,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2079,47217361,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2079,cluster_2461783448_38980632_5243070374,2,10,0,6,r,G,0.0,Non-Congested,Congested
2079,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2080,132200274,0,5,0,5,G,r,4.0,Non-Congested,Congested
2080,181747232,1,1,1,1,y,r,3.0,Non-Congested,Non-Congested
2080,47217361,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2080,cluster_2461783448_38980632_5243070374,2,10,0,6,r,y,4.0,Non-Congested,Congested
2080,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2081,132200274,0,5,0,5,G,r,3.0,Non-Congested,Congested
2081,181747232,1,1,1,1,y,r,2.0,Non-Congested,Non-Congested
2081,47217361,0,2,0,0,r,G,1.0,Non-Congested,Non-Congested
2081,cluster_2461783448_38980632_5243070374,2,10,0,5,r,y,3.0,Non-Congested,Non-Congested
2081,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2082,132200274,0,5,0,5,G,r,2.0,Non-Congested,Congested
2082,181747232,1,1,1,1,y,r,1.0,Non-Congested,Non-Congested
2082,47217361,0,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2082,cluster_2461783448_38980632_5243070374,2,10,0,4,r,y,2.0,Non-Congested,Non-Congested
2082,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2083,132200274,0,5,0,5,G,r,1.0,Non-Congested,Congested
2083,181747232,1,1,1,1,y,r,0.0,Non-Congested,Non-Congested
2083,47217361,0,1,0,0,r,y,2.0,Non-Congested,Non-Congested
2083,cluster_2461783448_38980632_5243070374,4,10,0,3,r,y,1.0,Non-Congested,Non-Congested
2083,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2083,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2084,132200274,0,5,0,5,G,r,0.0,Non-Congested,Congested
2084,181747232,1,1,1,1,r,G,6.0,Non-Congested,Congested
2084,47217361,1,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2084,cluster_1420096799_47154676,0,1,0,0,r,r,6.0,Non-Congested,Non-Congested
2084,cluster_2461783448_38980632_5243070374,3,10,0,3,r,y,0.0,Non-Congested,Non-Congested
2084,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2084,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2085,132200274,0,5,0,5,y,r,2.0,Non-Congested,Congested
2085,181747232,1,1,1,1,r,G,5.0,Non-Congested,Congested
2085,47217361,1,1,0,0,r,y,0.0,Non-Congested,Non-Congested
2085,cluster_1420096799_47154676,0,1,0,0,r,r,5.0,Non-Congested,Non-Congested
2085,cluster_2461783448_38980632_5243070374,5,10,0,3,G,r,4.0,Non-Congested,Non-Congested
2085,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2085,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2086,132200274,0,5,0,5,y,r,1.0,Non-Congested,Congested
2086,181747232,1,1,1,1,r,G,4.0,Non-Congested,Congested
2086,47217361,2,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2086,cluster_1420096799_47154676,0,1,0,0,r,r,4.0,Non-Congested,Non-Congested
2086,cluster_2461783448_38980632_5243070374,5,10,1,4,G,r,3.0,Non-Congested,Non-Congested
2086,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2086,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2087,132200274,0,5,0,5,y,r,0.0,Non-Congested,Congested
2087,181747232,1,1,1,1,r,G,3.0,Non-Congested,Non-Congested
2087,47217361,2,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2087,cluster_1420096799_47154676,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested
2087,cluster_2461783448_38980632_5243070374,5,10,1,4,G,r,2.0,Non-Congested,Non-Congested
2087,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2087,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2088,132200274,0,5,0,5,r,G,4.0,Non-Congested,Congested
2088,181747232,1,1,1,1,r,G,2.0,Non-Congested,Non-Congested
2088,47217361,2,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2088,cluster_1420096799_47154676,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2088,cluster_2461783448_38980632_5243070374,5,11,2,4,G,r,1.0,Non-Congested,Non-Congested
2088,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2088,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,1.0,Non-Congested,Non-Congested
2089,132200274,0,5,0,5,r,G,3.0,Non-Congested,Congested
2089,181747232,1,1,1,1,r,G,1.0,Non-Congested,Non-Congested
2089,47217361,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2089,cluster_1420096799_47154676,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2089,cluster_2461783448_38980632_5243070374,5,11,2,5,G,r,0.0,Non-Congested,Non-Congested
2089,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2089,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,0.0,Non-Congested,Non-Congested
2090,132200274,0,5,0,5,r,G,2.0,Non-Congested,Congested
2090,181747232,2,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2090,47217361,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2090,cluster_1420096799_47154676,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2090,cluster_2461783448_38980632_5243070374,4,10,2,5,G,r,1.0,Non-Congested,Non-Congested
2090,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2090,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,y,2.0,Non-Congested,Non-Congested
2091,132200274,0,5,0,5,r,G,1.0,Non-Congested,Congested
2091,181747232,2,1,0,0,r,y,3.0,Non-Congested,Non-Congested
2091,47217361,1,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2091,cluster_1420096799_47154676,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested
2091,cluster_2461783448_38980632_5243070374,6,10,2,5,G,r,0.0,Non-Congested,Non-Congested
2091,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2091,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,y,1.0,Non-Congested,Non-Congested
2092,132200274,0,5,0,5,r,G,0.0,Non-Congested,Congested
2092,181747232,2,1,0,0,r,y,2.0,Non-Congested,Non-Congested
